marka,model,cins,renk,numaralar,IMG_url,SKU,url,ozelliker,aciklama,eski_fiyat,yeni_fiyat
nike,nike W NIKE AIR VRTX '17,"
                                    ACHTUNG: Frauengrößen","[""nike W NIKE AIR VRTX '17 BLACK/WOLF GREY-WHITE"", ""nike W NIKE AIR VRTX '17 STEALTH/GLACIER BLUE-DARK GREY-WHITE""]","['36', '36 1/2', '37 1/2', '38', '38 1/2', '39', '40', '40 1/2']",https://kickz.akamaized.net/de/media/images/p/600/W_NIKE_AIR_VRTX_17-BLACK_WOLF_GREY_WHITE-1.jpg,881194-001,https://www.kickz.com/de/nike-sneakers-low-w-nike-air-vrtx-17-black_wolf_grey_white-126131001, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                99,95 €","64,99"
nike,nike W NIKE APTARE,"
                                    ACHTUNG: Frauengrößen",['nike W NIKE APTARE BLACK/BLACK-COOL GREY-WHITE'],['37 1/2'],https://kickz.akamaized.net/de/media/images/p/600/W_NIKE_APTARE-BLACK_BLACK_COOL_GREY_WHITE-1.jpg,881189-001,https://www.kickz.com/de/nike-sneakers-low-w-nike-aptare-black_black_cool_grey_white-126132001, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                99,95 €","69,99"
nike,nike W NIKE AIR VRTX '17,"
                                    ACHTUNG: Frauengrößen","[""nike W NIKE AIR VRTX '17 BLACK/WOLF GREY-WHITE"", ""nike W NIKE AIR VRTX '17 STEALTH/GLACIER BLUE-DARK GREY-WHITE""]","['36', '36 1/2', '37 1/2', '38 1/2', '39', '40', '40 1/2']",https://kickz.akamaized.net/de/media/images/p/600/W_NIKE_AIR_VRTX_17-STEALTH_GLACIER_BLUE_DARK_GREY_WHITE-1.jpg,881194-002,https://www.kickz.com/de/nike-sneakers-low-w-nike-air-vrtx-17-stealth_glacier_blue_dark_grey_white-126131003, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                99,95 €","64,99"
nike,nike ROSHE TWO (GS),"
                                    ACHTUNG: Kindergrößen","['nike ROSHE TWO (GS) WHITE/WHITE-METALLIC SILVER', 'nike ROSHE TWO (GS) BLACK/BLACK', 'nike ROSHE TWO (GS) BLACK/MTLC PLATINUM-HYPER PINK', 'nike ROSHE TWO (GS) COOL GREY/LAVA GLOW-PURE PLATINUM-WHITE', 'nike ROSHE TWO (GS) DARK OBSIDIAN/HYPER COBALT-WOLF GREY', 'nike ROSHE TWO (GS) black/white']","['35+', '36', '36+', '38', '38+']",https://kickz.akamaized.net/de/media/images/p/600/nike-ROSHE_TWO_GS-Black_White-1.jpg,844653-005,https://www.kickz.com/de/nike-sneakers-low-roshe-two-gs-black_white-123538005, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                79,95 €","55,99"
nike,nike W PRE MONTREAL RACER VNTG PRM,"
                                    ACHTUNG: Frauengrößen",['nike W PRE MONTREAL RACER VNTG PRM DESERT OCHRE/DESERT OCHRE-GOLD DART'],"['36', '36 1/2', '38 1/2', '39', '40', '40 1/2']",https://kickz.akamaized.net/de/media/images/p/600/nike-W_PRE_MONTREAL_RACER_VNTG_PRM-DESERT_OCHRE_DESERT_OCHRE_GOLD_DART-1.jpg,844930-700,https://www.kickz.com/de/nike-sneakers-low-w-pre-montreal-racer-vntg-prm-desert_ochre_desert_ochre_gold_dart-126150001, 52% Leather 48%Textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                99,95 €","64,99"
jordan,JORDAN B. FLY BG,"
                                    ACHTUNG: Kindergrößen","['JORDAN B. FLY BG RIVER ROCK/WHITE-DARK STUCCO-GUM YELLOW', 'JORDAN B. FLY BG BLACK/UNIVERSITY RED-WOLF GREY', 'JORDAN B. FLY BG COOL GREY/WHITE-WOLF GREY', 'JORDAN B. FLY BG UNIVERSITY RED/WHITE', 'JORDAN B. FLY BG WOLF GREY/GYM RED-BLACK-WHITE', 'JORDAN B. FLY BG BLACK/HYPER JADE-WHITE-HYPER JADE']",['35+'],https://kickz.akamaized.net/de/media/images/p/600/JORDAN_B__FLY_BG-COOL_GREY_WHITE_WOLF_GREY-1.jpg,881446-003,https://www.kickz.com/de/jordan-sneakers-low-jordan-b_-fly-bg-cool_grey_white_wolf_grey-126037005, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                89,95 €","66,99"
under armour,under armour UA BGS Longshot-WHT,"
                                    ACHTUNG: Kindergrößen",['under armour UA BGS Longshot-WHT Ultra Blue'],"['36+', '38+']",https://kickz.akamaized.net/de/media/images/p/600/under_armour-UA_BGS_Longshot_WHT-Ultra_Blue-1.jpg,1285453-100,https://www.kickz.com/de/under-armour-sneakers-low-ua-bgs-longshot-wht-ultra_blue-126550001, Leather/Textile/EVA/Rubber,"
Under Armour, was so viel heisst wie „Unter der Rüstung“, adressiert sich an engagierte und leistungsorientierte Sportler, egal ob Profi oder nicht. Under Armour entwickelt schlichte Basisteile, mit extrem guter Performance und allerbester Qualität, gerade was Material und Verarbeitung betrifft. Zusätzlich punktet die Brand mit einem exzellenten Preis-Leistungs-Verhältnis. Zu Gründungszeiten verkaufte Gründer Kevin Plank seine funktionelle Unterwäsche von Großmutters Keller in Washington D.C. aus. Das heutige Headquarter in Baltimore, Maryland bietet jetzt deutlich mehr Platz. Mittlerweile produziert Under Armour auch Baselayer, Fleecejacken, Shirts, Sweats, Hoodies, Trainingsjacken und Teamsportschuhe.
","
                99,95 €","69,99"
nike,nike WMNS AIR MAX 90,"
                                    ACHTUNG: Frauengrößen","['nike WMNS AIR MAX 90 SUNSET GLOW/SUNSET TINT-GUM LIGHT BROWN', 'nike WMNS AIR MAX 90 BINARY BLUE/OATMEAL-WHITE', 'nike WMNS AIR MAX 90 SAIL/RADIANT EMERALD-BLACK-BLUE NEBULA', 'nike WMNS AIR MAX 90 RED STARDUST/TAUPE GREY-SILT RED-WHITE', 'nike WMNS AIR MAX 90 OATMEAL/WHITE-GUM LIGHT BROWN', 'nike WMNS AIR MAX 90 WOLF GREY/WHITE-BLACK-WHITE', 'nike WMNS AIR MAX 90 LT OREWOOD BRN/SAIL-COBBLESTONE-WHITE', 'nike WMNS AIR MAX 90 BLACK/PALM GREEN-WHITE-METALLIC SILVER', 'nike WMNS AIR MAX 90 COOL GREY/WOLF GREY-ANTHRACITE-WHITE', 'nike WMNS AIR MAX 90 PARTICLE BEIGE/MOON PARTICLE-GUNSMOKE', 'nike WMNS AIR MAX 90 WHITE/WHITE-WOLF GREY-BLACK', 'nike WMNS AIR MAX 90 LIGHT BONE/MUSHROOM-PARTICLE PINK-WHITE', 'nike WMNS AIR MAX 90 RIVER ROCK/SIREN RED-DARK STUCCO-WHITE']",['36 1/2'],https://kickz.akamaized.net/de/media/images/p/600/nike-WMNS_AIR_MAX_90-WHITE_WHITE_WOLF_GREY_BLACK-1.jpg,325213-126,https://www.kickz.com/de/nike-sneakers-low-wmns-air-max-90-white_white_wolf_grey_black-905976006, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                139,95 €","99,99"
under armour,under armour UA BGS Jet Mid-WHT,"
                                    ACHTUNG: Kindergrößen",['under armour UA BGS Jet Mid-WHT Team Royal'],"['38', '38+']",https://kickz.akamaized.net/de/media/images/p/600/under_armour-UA_BGS_Jet_Mid_WHT-Team_Royal-1.jpg,1274067-102,https://www.kickz.com/de/under-armour-sneakers-low-ua-bgs-jet-mid-wht-team_royal-126549001, Leather/Textile/EVA/Rubber,"
Under Armour, was so viel heisst wie „Unter der Rüstung“, adressiert sich an engagierte und leistungsorientierte Sportler, egal ob Profi oder nicht. Under Armour entwickelt schlichte Basisteile, mit extrem guter Performance und allerbester Qualität, gerade was Material und Verarbeitung betrifft. Zusätzlich punktet die Brand mit einem exzellenten Preis-Leistungs-Verhältnis. Zu Gründungszeiten verkaufte Gründer Kevin Plank seine funktionelle Unterwäsche von Großmutters Keller in Washington D.C. aus. Das heutige Headquarter in Baltimore, Maryland bietet jetzt deutlich mehr Platz. Mittlerweile produziert Under Armour auch Baselayer, Fleecejacken, Shirts, Sweats, Hoodies, Trainingsjacken und Teamsportschuhe.
","
                54,95 €","39,99"
nike,nike WMNS CLASSIC CORTEZ NYLON PREM,"
                                    ACHTUNG: Frauengrößen",['nike WMNS CLASSIC CORTEZ NYLON PREM TROPICAL TWIST/METALLIC SILVER-SAIL'],"['36', '36 1/2', '37 1/2', '38', '38 1/2', '39', '40', '40 1/2', '41']",https://kickz.akamaized.net/de/media/images/p/600/nike-WMNS_CLASSIC_CORTEZ_NYLON_PREM-TROPICAL_TWIST_METALLIC_SILVER_SAIL-1.jpg,882258-300,https://www.kickz.com/de/nike-sneakers-low-wmns-classic-cortez-nylon-prem-tropical_twist_metallic_silver_sail-126156003, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                79,95 €","54,99"
jordan,jordan AIR JORDAN 1 RETRO HIGH GG,"
                                    ACHTUNG: Kindergrößen","['jordan AIR JORDAN 1 RETRO HIGH GG WHITE/WHITE-STILL BLUE', 'jordan AIR JORDAN 1 RETRO HIGH GG BL GRY/EMBR GLW-FRC PRPL-WHITE', 'jordan AIR JORDAN 1 RETRO HIGH GG ANTHRACITE/BLACK-BLACK-HYPER PINK', 'jordan AIR JORDAN 1 RETRO HIGH GG BLACK/VIVID PINK-WHITE', 'jordan AIR JORDAN 1 RETRO HIGH GG TRUE BERRY/TRUE BERRY-PURPLE DYNASTY', 'jordan AIR JORDAN 1 RETRO HIGH GG VVD PNK/DRK OBSDN-WLF GRY-WHIT', 'jordan AIR JORDAN 1 RETRO HIGH GG BLACK/DEADLY PINK-WOLF GREY-WHITE', 'jordan AIR JORDAN 1 RETRO HIGH GG COOL GREY/VIVID PINK-BLACK-WHITE', 'jordan AIR JORDAN 1 RETRO HIGH GG HYPR JD/MTLLC SLVR-MID TRQ-WHI', 'jordan AIR JORDAN 1 RETRO HIGH GG BLACK/VIVID PINK-WHITE-VVD PNK']","['35+', '36', '36+', '37+', '38', '38+']",https://kickz.akamaized.net/de/media/images/p/600/AIR_JORDAN_1_RETRO_HIGH_GG-TRUE_BERRY_TRUE_BERRY_PURPLE_DYNASTY-1.jpg,332148-608,https://www.kickz.com/de/jordan-sneakers-low-air-jordan-1-retro-high-gg-true_berry_true_berry_purple_dynasty-121084009, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                89,95 €","62,99"
nike,nike AIR MAX 90 LTR (GS),"
                                    ACHTUNG: Kindergrößen","['nike AIR MAX 90 LTR (GS) MIDNIGHT NAVY/BLUE TINT-HYPER VIOLET', 'nike AIR MAX 90 LTR (GS) SUMMIT WHITE/MTLC GOLD STAR', 'nike AIR MAX 90 LTR (GS) BARELY ROSE/GUNSMOKE-WHITE-BLACK', 'nike AIR MAX 90 LTR (GS) BLACK/BLACK', 'nike AIR MAX 90 LTR (GS) COOL GREY/BLACK-MAX ORANGE-WHITE']",['36+'],https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_MAX_90_LTR_GS-COOL_GREY_BLACK_MAX_ORANGE_WHITE-1.jpg,833412-010,https://www.kickz.com/de/nike-sneakers-low-air-max-90-ltr-gs-cool_grey_black_max_orange_white-119794004, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                104,95 €","74,99"
nike,nike HUARACHE RUN (GS),"
                                    ACHTUNG: Kindergrößen","['nike HUARACHE RUN (GS) BLACK/BLACK-BLACK', 'nike HUARACHE RUN (GS) BLACK/PALM GREEN-DARK GREY-WHITE', 'nike HUARACHE RUN (GS) PURE PLATINUM/LAVA GLOW-COOL GREY-WHITE', 'nike HUARACHE RUN (GS) WHITE/WHITE-PURE PLATINUM', 'nike HUARACHE RUN (GS) WHITE/RACER PINK', 'nike HUARACHE RUN (GS) COBBLESTONE/COBBLESTONE-WHITE-BLACK', 'nike HUARACHE RUN (GS) KHAKI/KHAKI-MEDIUM OLIVE-WHITE', 'nike HUARACHE RUN (GS) WOLF GREY/GAME ROYAL-DARK GREY-WHITE', 'nike HUARACHE RUN (GS) black/white']",['36'],https://kickz.akamaized.net/de/media/images/p/600/nike-HUARACHE_RUN_GS-Black_White-1.jpg,654275-011,https://www.kickz.com/de/nike-sneakers-low-huarache-run-gs-black_white-123492004, leder/synthetik,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                94,95 €","66,99"
nike,nike AIR MAX 90 ULTRA 2.0 ESSENTIAL,"
                                    ACHTUNG: Männergrößen","['nike AIR MAX 90 ULTRA 2.0 ESSENTIAL SMOKEY BLUE/WOLF GREY-PURE PLATINUM', 'nike AIR MAX 90 ULTRA 2.0 ESSENTIAL PARAMOUNT BLUE/BINARY BLUE-WHITE', 'nike AIR MAX 90 ULTRA 2.0 ESSENTIAL PALE GREY/PALE GREY-KHAKI-WHITE', 'nike AIR MAX 90 ULTRA 2.0 ESSENTIAL BLUE FOX/LIGHT BONE-DARK MUSHROOM-WHITE']","['40', '40 1/2', '41', '42', '42 1/2', '43', '44 1/2', '45', '45 1/2', '47 1/2']",https://kickz.akamaized.net/de/media/images/p/600/nike-AIR_MAX_90_ULTRA_2_0_ESSENTIAL-SMOKEY_BLUE_WOLF_GREY_PURE_PLATINUM-1.jpg,875695-001,https://www.kickz.com/de/nike-sneakers-low-air-max-90-ultra-2_0-essential-smokey_blue_wolf_grey_pure_platinum-125990005, synthetik/textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                144,95 €","89,99"
nike,nike W PRE MONTREAL RACER VNTG,"
                                    ACHTUNG: Frauengrößen","['nike W PRE MONTREAL RACER VNTG GLACIER BLUE/LEGION GREEN-SAIL-BLACK', 'nike W PRE MONTREAL RACER VNTG GOLD DART/TOTAL CRIMSON-SAIL-BLACK', 'nike W PRE MONTREAL RACER VNTG LT OREWOOD BRN/TAUPE GREY-SAIL', 'nike W PRE MONTREAL RACER VNTG SAIL/ARMORY NAVY-GUM LIGHT BROWN', 'nike W PRE MONTREAL RACER VNTG OATMEAL/BINARY BLUE-SAIL-BLACK']","['38 1/2', '39', '40']",https://kickz.akamaized.net/de/media/images/p/600/nike-W_PRE_MONTREAL_RACER_VNTG-OATMEAL_BINARY_BLUE_SAIL_BLACK-1.jpg,828436-100,https://www.kickz.com/de/nike-sneakers-low-w-pre-montreal-racer-vntg-oatmeal_binary_blue_sail_black-126149005, 52% Leather 48%Textil,"
Der 1973 erschienene Nike „Blazer“ war der erste Basketballschuh der Firma. Obwohl der Schuh für seine Zeit sehr funktionell war, und von der NBA Scoring-Maschine George „Iceman“ Gervin getragen wurde, kam Nike zunächst nicht gegen die Vormacht anderer Sportartikelhersteller an. Auch die folgenden Modelle der frühen 80er, wie der jetzt legendäre „Air Force 1“ und „Dunk“, brachten nicht den erwarteten Durchbruch. Bis sich Michael Jordan 1984/85 dafür entschied, mit Nike die NBA und die Welt der Basketballschuhe zu erobern. Während Nike mit dem „Blazer“ also nur freundlich an den Eingang der Basketballschuhwelt klopften, rissen sie dank des Erfolgs von „His Airness“ und seines „Air Jordan 1“ die ganze Tür aus den Angeln. 

","
                89,95 €","57,99"
asics,asics GEL-LYTE III Mens,"
                                    ACHTUNG: Männergrößen","['asics GEL-LYTE III Mens AGAVE GREEN/AGAVEGREEN', 'asics GEL-LYTE III Mens LATTE/LATTE', 'asics GEL-LYTE III Mens BIRCH/BIRCH', 'asics GEL-LYTE III Mens dark grey/white']","['41 1/2', '43 1/2', '44', '44 1/2']",https://kickz.akamaized.net/de/media/images/p/600/asics-GEL_LYTE_III_Mens-LATTE_LATTE-1.jpg,H7K3L0505,https://www.kickz.com/de/asics-sneakers-low-gel-lyte-iii-mens-latte_latte-126709011, Leather,"

1977 fusionierte Onitsuka mit zwei anderen Unternehmen und wurde in Asics umbenannt. Der Name ist eigentlich eine Abkürzung für das lateinische Motto des Unternehmens: anima sana in corpore sano – ein gesunder Geist in einem gesunden Körper. Ende der 70er-Jahre entstand in Kobe das erste Asics Forschungslabor, das sich mit der Weiterentwicklung von Sportschuhen befasste. Hier wurde unter anderem das richtungsweisende Gel-Dämpfungssystem erfunden, das bis heute in zahlreichen Laufschuhen zum Einsatz kommt. Neben funktionellen Sportschuhen ist Asics heute vor allem für Lifestyle Sneaker bekannt. Der Onitsuka Tiger ist nicht erst seit ihn Uma Thurman in Kill Bill trug eine Sneaker-Ikone. Erkennungszeichen sind stets die Streifen an der Seite, die häufig in auffälligen Farben gehalten sind. Damit hat sich Asics auch in der Streetwear fest etabliert.
","
                114,95 €","73,99"
asics,asics GEL-LYTE III Mens,"
                                    ACHTUNG: Männergrößen","['asics GEL-LYTE III Mens AGAVE GREEN/AGAVEGREEN', 'asics GEL-LYTE III Mens LATTE/LATTE', 'asics GEL-LYTE III Mens BIRCH/BIRCH', 'asics GEL-LYTE III Mens dark grey/white']","['41 1/2', '42', '43 1/2']",https://kickz.akamaized.net/de/media/images/p/600/asics-GEL_LYTE_III_Mens-AGAVE_GREEN_AGAVEGREEN-1.jpg,H7K3L8181,https://www.kickz.com/de/asics-sneakers-low-gel-lyte-iii-mens-agave_green_agavegreen-126709001, Leather,"

1977 fusionierte Onitsuka mit zwei anderen Unternehmen und wurde in Asics umbenannt. Der Name ist eigentlich eine Abkürzung für das lateinische Motto des Unternehmens: anima sana in corpore sano – ein gesunder Geist in einem gesunden Körper. Ende der 70er-Jahre entstand in Kobe das erste Asics Forschungslabor, das sich mit der Weiterentwicklung von Sportschuhen befasste. Hier wurde unter anderem das richtungsweisende Gel-Dämpfungssystem erfunden, das bis heute in zahlreichen Laufschuhen zum Einsatz kommt. Neben funktionellen Sportschuhen ist Asics heute vor allem für Lifestyle Sneaker bekannt. Der Onitsuka Tiger ist nicht erst seit ihn Uma Thurman in Kill Bill trug eine Sneaker-Ikone. Erkennungszeichen sind stets die Streifen an der Seite, die häufig in auffälligen Farben gehalten sind. Damit hat sich Asics auch in der Streetwear fest etabliert.
","
                114,95 €","79,99"
jordan,jordan AIR JORDAN 3 RETRO GG,"
                                    ACHTUNG: Kindergrößen","['jordan AIR JORDAN 3 RETRO GG BLACK/METALLIC GOLD-RIO TEAL-WHITE', 'jordan AIR JORDAN 3 RETRO GG BLACK/WHITE-GUM MED BROWN', 'jordan AIR JORDAN 3 RETRO GG DK PURPLE DUST/ATOMIC PINK-BLUECAP-WHITE']","['35+', '36', '36+', '37+', '38', '38+', '39', '40']",https://kickz.akamaized.net/de/media/images/p/600/AIR_JORDAN_3_RETRO_GG-BLACK_METALLIC_GOLD_RIO_TEAL_WHITE-1.jpg,441140-018,https://www.kickz.com/de/jordan-sneakers-low-air-jordan-3-retro-gg-black_metallic_gold_rio_teal_white-123587002, leder/synthetik,"
In Jordans Rookie-Saison erkannte die Basketballwelt schnell, mit wem sie es  zu tun hat. Er war nicht nur ein faszinierender Spieler, sein sympathisches Lächeln und charismatische Persönlichkeit zog die Menschen in seinen Bann - er war der perfekte Werbeträger. Das wusste auch Nike. Die Marke brauchte einen Kick-Starter und fand in Jordan einen Raketenantrieb.","
                129,95 €","90,99"
